nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT05712460,"This study is seeking healthy participants who are:  1. Aged 18 to 65 years of age. All fertile participants must agree to use a highly effective method of contraception. 2. Male and female participants who are overtly healthy as determined by medical evaluation. This includes medical history, physical examination, blood pressure, pulse rate, standard 12-lead ECG (electrocardiogram), and laboratory tests. 3. BMI (body mass index) of 17.5 to 35 kg/m2; and a total body weight \>50 kg (110 lb).  This study will consist of up to 2 cohorts (groups of participants).:  Cohort 1 is a randomized, 2-part, crossover cohort. Part 1 has 3 periods. Periods 1 and 2 are to evaluate the safety and effects of sisunatovir. Participants will take sisunatovir tablets or placebo by mouth once every 12 hours. A placebo looks like the study medicine but does not contain any active medicine in it.  Period 3 is an open label period to evaluate the food effect of the planned higher dose of sisunatovir. Participants will take the planned higher dose sisunatovir tablets every 12 hours. In Part 2, participants will take sisunatovir prepared in 4 different vehicles (water, infant formula, apple juice, and saline) to assess how palatable each form is. Participants will complete a questionnaire after tasting each form of sisunatovir. The palatability questionnaire will be completed for each vehicle, the questionnaire asks participants to assess each vehicle at 4 different time increments after tasting. At least 60 minutes will pass between tasting each vehicle. Period 4 may start after the last PK draw of Period 3.  A minimum 7-day washout period will occur between the last dose of Periods 1 and 2 and the first dose of Periods 2 and 3. We will assess the safety of participants following each study period and doses and adjust the doses for subsequent study periods as needed.  Cohort 2 is an optional cohort; the design of Cohort 2 is the same as Part 1 of Cohort 1. Dose levels studied in Cohort 2 will be determined after the completion of Cohort 1.  Participants will take part in this study for approximately 2 months, excluding the screening period. During this time there are 3 separate 7-day in-patient stays at the study clinic and a follow-up phone call that takes place 28-35 days after the last dose of study medicine.",DRUG,2327,355,7,1,0.01971830985915493,0.0028169014084507044
NCT00789620,"Effective perioperative analgesia is the key to postoperative rehabilitation. An intriguing body of evidence suggests that short-term administration of intravenous lidocaine may produce pain relief that far exceeds both the duration of infusion and the half-life of the drug. When pain relief is provided, concomitant anal-gesic medication can be reduced, side effects from pain relieving medication minimized with a potential for a more rapid postoperative recovery and less complications. IV application of lidocaine should de-crease the duration of bowel dysfunction. We hypothesise that i.v. application of lidocaine in a standard antiarrythmic dose can significantly improve acute rehabilitation after laparoscopic urological surgery and so shorten the hospital stay (primary outcome). We expect that the intraoperative inflammatory response can significantly be reduced.",DRUG,876,125,2,0,0.016,0.0
NCT00781820,The study is focused to prove that the efficacy of a 1% Bifonazole cream is superior to a placebo cream after non-surgical nail ablation with a 40% urea paste.,DRUG,159,28,0,0,0.0,0.0
NCT03662620,"This is a phase 1, randomized, open label, single-dose, replicate crossover clinical trial to compare the safety and pharmacokinetics of YH22162 in healthy male volunteers.  Hypothesis: Study drug and comparator drug are showing equal pharmacokinetics.",DRUG,252,35,0,0,0.0,0.0
NCT00293020,"The purpose of this study is to evaluate the safety of BEMA fentanyl at any dose in the management of breakthrough pain in cancer subjects on background opioid therapy. The standard of care for these breakthrough pain episodes is a rapid onset, short acting analgesic with minimal associated sleepiness. Oral morphine, oxycodone and hydromorphone are routinely used, but because of slow and variable oral absorption, the pain control is not the best with these products. Oral transmucosal fentanyl citrate (OTFC) has been used successfully in treating breakthrough pain episodes associated with cancer. OTFC is a lozenge of fentanyl on a stick and is administered by continuously swabbing the interior of the subject's mouth until the product is dissolved (approximately 15 to 30 minutes). The buccal route of administration avoids the delay and variability associated with oral absorption.  BioDelivery Sciences International, Inc. (BDSI) has developed BEMA (BioErodible MucoAdhesive) fentanyl, an alternative product to OTFC that does not require the subject to continuously paint the inside of the mouth with the dosage form. The BDSI product is a small disc that is placed against the mucosal membrane inside the mouth. The mucoadhesive polymers in the disc readily adhere to the mucosal membrane (within 5 seconds) when moistened. The components of the disc are water soluble, so the entire dosage form dissolves within 30 minutes of application.",DRUG,1451,220,2,2,0.00909090909090909,0.00909090909090909
NCT00330382,"This randomized phase II trial is studying how well Bowman-Birk inhibitor concentrate works in preventing cancer in patients with oral leukoplakia. Chemoprevention is the use of certain substances to keep cancer from forming, growing, or coming back. The use of Bowman-Birk inhibitor concentrate, a substance made from soy, may keep cancer from forming in patients with oral leukoplakia",DRUG,386,60,1,0,0.016666666666666666,0.0
NCT05978713,"The main purpose of this study was to look if the study drug, tirzepatide, gets into the breastmilk and, if yes, how long it takes the body to get rid of it from the breastmilk. The study drug was given as a single injection under the skin in healthy lactating females. For each participant, the total duration of the study was approximately 8 weeks, including screening.",DRUG,371,65,1,0,0.015384615384615385,0.0
NCT01963260,The primary objectives of this study are to assess the safety and tolerability of single rising doses of MK-8723 in healthy adult participants and adult participants with chronic immune thrombocytopenia purpura (ITP) and to assess pharmacodynamics of MK-8723 in participants with ITP. The primary hypothesis is that the true placebo-adjusted platelet response rate to MK-8723 in adult patients with chronic ITP is \>50%.,DRUG,420,63,2,0,0.031746031746031744,0.0
NCT02860260,"The aim of this study is to show for the first time that treatment with intravenous fibrinolysis using rt-PA in patients with recent ischemic stroke is accompanied by increases in circulating levels of BDNF, which may reflect an increase in BDNF synthesis in the brain.  The analysis of the recovery of functional and cognitive abilities as well as mood at 3 months will allow us to study the impact of BDNF on these parameters. Thus, depending on the results obtained, circulating BDNF could serve as an early marker of these.",BIOLOGICAL,527,90,2,0,0.022222222222222223,0.0
NCT05156320,"This Phase 3 trial (Study SRK-015-003) was conducted in patients ≥2 years old at Screening, who were previously diagnosed with later-onset spinal muscular atrophy (SMA) (i.e., Type 2 and Type 3 SMA) and were receiving an approved survival motor neuron (SMN) upregulator therapy (i.e., either nusinersen or risdiplam), to confirm the efficacy and safety of apitegromab as an adjunctive therapy to nusinersen and evaluate the efficacy and safety of apitegromab as an adjunctive therapy to risdiplam.",DRUG,497,75,1,0,0.013333333333333334,0.0
NCT00425620,"The primary objective of the study is to evaluate the safety and efficacy of Amphotericin B suspension versus placebo in the complete resolution of key chronic sinusitis symptoms during 16 weeks of treatment in patients with refractory, postsurgical CS.",DRUG,253,38,1,0,0.02631578947368421,0.0
NCT01819220,"Recent studies have demonstrated that RAS inhibitors/calcium channel blockers are superior to RAS inhibitors/diuretics for reducing cardiovascular outcomes in hypertension. As such, RAS inhibitors/calcium channel blockers are recommended as first line combination treatment for hypertension. However, the mechanism for the superior efficacy of RAS inhibitors/calcium channel blockers are not well defined. This study will compare the efficacy of RAS inhibitors/calcium channel blockers vs RAS inhibitors/diuretics in terms of glucose tolerance and insulin resistance in hypertensive patients with metabolic syndrome. The primary endpoint will be that RAS inhibitors/calcium channel blockers will be more efficacious in reducing 2hour post prandial glucose compared to RAS inhibitors/diuretics.",DRUG,793,111,0,1,0.0,0.009009009009009009
NCT01627782,The purpose of this study is to explore the optimal dose frequency of ketamine in patients with treatment-resistant depression (TRD).,DRUG,133,21,0,0,0.0,0.0
NCT00206024,"This is a multi-center, double-blind, parallel-group, randomized, proof of concept trial to investigate the relationship between dose of esomeprazole magnesium and acid-associated heartburn symptoms during 4 weeks of treatment. The safety and tolerability of esomeprazole magnesium in doses up to 40 mg BID will also be assessed.",DRUG,329,49,0,0,0.0,0.0
NCT00644124,"The purpose of this study is to determine the selected dose of aflibercept when it is combined with R-CHOP treatment (Rituximab/Cyclophosphamide/Doxorubicin/Vincristine/Prednisone +/- intrathecal Methotrexate) administered every 2 weeks or every 3 weeks, in non Hodgkin B-cell lymphoma, and to determine how the body handles aflibercept when it is administered with R-CHOP.",DRUG,373,55,0,0,0.0,0.0
NCT00504023,"RATIONALE: Biological therapies, such as imiquimod, may stimulate the immune system in different ways and stop tumor cells from growing. Applying topical imiquimod to the vulva may be an effective treatment for recurrent Paget's disease.  PURPOSE: This clinical trial is studying how well topical imiquimod works in treating patients with recurrent Paget's disease of the vulva.",DRUG,378,56,2,0,0.03571428571428571,0.0
NCT00797823,"This study aims to test an insulin and glucagon delivery algorithm designed to be used in conjunction with a continuous glucose monitoring system. This combined glucose sensing/hormone delivery approach is a step on the way to eventual development of an artificial (or automated) pancreas. The insulin and glucagon delivery algorithm is based on the difference between the current blood glucose and the target glucose (proportional error) and the rate of change in blood glucose (derivative error), both adjusted for the recent glucose history. This algorithm is called the Fading Memory Proportional-Derivative (FMPD) Algorithm. The principal investigator of this study has published previous research regarding the use of this algorithm and found it to be well-suited to control blood glucose in type 1 diabetic animals. The addition of glucagon was helpful; better glycemic control with fewer glucose excursions were observed when small intermittent infusions of subcutaneous glucagon were given during times of impending low blood sugar (Ward et al. 2008).",DRUG,1060,160,0,0,0.0,0.0
NCT01666223,"The purpose of this study is to describe the physiological, pathophysiological and potentially therapeutic implications of bile-induced glucagon-like peptide-1 (GLP-1) secretion in human glucose homeostasis.",DRUG,207,27,1,0,0.037037037037037035,0.0
NCT02439359,"A Phase 1, Placebo-Controlled, Dose-Escalating Study to Examine the Safety and Tolerability of Single Intravenous Doses of CF-301 in Healthy Subjects.",DRUG,150,22,0,0,0.0,0.0
NCT01274780,"This is a prospective, open controlled trial in which naïve HIV-1 patients will be randomized to receive atazanavir / ritonavir or darunavir / ritonavir in combination with tenofovir / emtricitabine. They will be followed up during 96 weeks to determinate the cholesterol levels.  Randomization will be stratified according to the values of the ratio of total cholesterol/HDL cholesterol obtained during the screening visit (as they will be \<4.5 or ≥ 4.5).",DRUG,457,66,0,0,0.0,0.0
NCT02139280,"No prospective randomized trials have evaluated the most efficacious dose of cyclophosphamide to mobilize autologous stem cells. We previously demonstrated that the time to collection of autologous hematopoietic stem cells is 10-12 days following the one dose of cyclophosphamide and daily G-CSF (granulocyte-colony stimulating factor).9 This prospective randomized trial is designed to determine if a lower dose of cyclophosphamide (1.5 gm/m2) will be as efficacious as the intermediate dose (3 gm/m2), based on cell number collected, number of apheresis required and resource utilization.",DRUG,590,84,0,1,0.0,0.011904761904761904
NCT00546780,"This is a phase 3, open label trial for patients with multiple myeloma in first relapse. Trial will compare tanespimycin (KOS-953), in combination with a fixed dose of bortezomib versus bortezomib alone.",DRUG,203,31,0,0,0.0,0.0
NCT00536380,"This study will investigate the effectiveness of desloratadine at doses higher (10 mg and 20 mg) than currently approved (5 mg) for the treatment of chronic idiopathic urticaria. Subjects with chronic urticaria who are currently taking a second generation antihistamine will be treated with desloratadine (5, 10, or 20 mg) for 28 days.",DRUG,335,46,0,0,0.0,0.0
NCT04276480,"Antimicrobial resistance is a major threat worldwide and now concerns last-ressource antibiotics such as carbapenems. As the resistance to carbapenems is directly due to their use, their spare has become a public health emergency. Their efficacy in ventilator-associated pneumonia has never been compared to other classes of antibiotics such as piperacillin-tazobactam which can be an alternative to carbapenems.",DRUG,412,61,0,1,0.0,0.01639344262295082
NCT00116480,"Postpartum haemorrhage (PPH) remains a leading cause of maternal mortality, despite treatment with conventional methods. Uncontrolled reports and three small randomised controlled trials have suggested that misoprostol may have an additive effect to routine treatment, and there is a serious danger that this method will be used widely without research to document the effectiveness or risks of this method. In this randomised controlled trial (RCT), we propose to test whether 600 μg of sublingually administered misoprostol in women requiring additional uterotonics after delivery, and after routine syntocinon to all women during or after delivery, has additional effects above the additional conventional uterotonics in reducing PPH. Women with measured blood loss greater than or equal to 500 mls in 4 Karachi hospitals who give consent will be given locally routine treatment for PPH. In addition, they will be enrolled by drawing the next of a series of randomised treatment packs containing misoprostol or placebo. The primary outcome measure will be blood loss greater than or equal to 500 mls after enrolment.",DRUG,1119,166,2,1,0.012048192771084338,0.006024096385542169
NCT01706679,To evaluate the effect of maximum therapeutic and supratherapeutic doses of ATX-101 treatment on Fridericia's corrected QT interval (QTcF).,DRUG,139,19,1,0,0.05263157894736842,0.0
NCT02633579,"In this study, the investigators will evaluate if the food intake associated with the infusion of erythromycin is caused by the phase 3 contractions or by another yet unknown effect of erythromycin. To obtain this the investigators will use atropine, a muscarinic receptor antagonist, to inhibit the formation of contractions induced by a low dose of erythromycin",DRUG,363,56,1,0,0.017857142857142856,0.0
NCT00305396,"A prospective, single center, open-label, randomized trial of Thymoglobulin induction and sirolimus, prednisone, and mycophenolate mofetil versus Thymoglobulin induction and tacrolimus, prednisone, and mycophenolate mofetil in non-HLA identical living or deceased donor kidney transplant recipients.",DRUG,299,37,0,0,0.0,0.0
NCT02471196,This study evaluates the effect of ORM-12741 on agitation/aggression symptoms in Alzheimer's disease. Two thirds of the patients will receive ORM-12741 and one third will receive placebo.,DRUG,187,28,0,0,0.0,0.0
NCT01359462,"For hepatic cirrhosis subjects with ascites or lower extremities, to study Pharmacokinetics, pharmacology, and safety of the drug under fasting condition.",DRUG,154,21,0,0,0.0,0.0
NCT02617446,"To assess the safety, tolerability and efficacy of two different doses of istaroxime, a new agent with lusitropic and inotropic activities that improves the cardiac contraction-relaxation cycle. The 2 doses of istaroxime (0.5 and 1.0 µg/kg/min) will be infused via i. v. for 24 hours in comparison with placebo, in treatment of Chinese and Italian patients with Acute Decompensated Heart Failure.",DRUG,396,60,1,1,0.016666666666666666,0.016666666666666666
NCT02260388,"The purpose of this large comparative effectiveness study led by Richard J. Barohn, MD, of the University of Kansas Medical Center, is to learn about the safety and effectiveness of nortriptyline, duloxetine, pregabalin and mexiletine in treating cryptogenic sensory polyneuropathy (CSPN).",DRUG,289,41,0,0,0.0,0.0
NCT03314103,"Varicella-zoster virus (VZV) is a herpesvirus that causes two distinct clinical syndromes.Primary infection is manifested as varicella (chickenpox), whereas reactivation of latent VZV results in a localized eruption known as herpes zoster. More than 99.6% of people 40 years of age orolder had evidence of previous VZV infection. This study plans to have 30000 adults 40 years of age or older involoved in a randomized, double-blind, placebo-controlled trial of an investigational live attenuated varicella-zoster virus vaccine. The investigational vaccines are produced by Changchun Changsheng biotechnology co. LTD. The incidence of herpes zoster and the severity, and duration of the associated pain and discomfort were measured after the vaccination. And the safety of the varicella-zoster virus vaccine is also evaluated.",BIOLOGICAL,826,121,0,0,0.0,0.0
NCT01204203,The primary objective of this trial is to determine the response rate of single agent zoledronic acid using a composite of criteria including the EORTC modified RECIST criteria and the EORTC tumor response criteria for 18F-FDG PET scans.,DRUG,237,39,0,0,0.0,0.0
NCT02996227,Comparison of Bilateral Transversus Abdominis Plane Block with Exparel versus Continuous Epidural Analgesia With Bupivacaine,DRUG,124,15,0,0,0.0,0.0
NCT05446727,"Prior to surgery, patients will be stratified into groups according to the type of surgical procedure. The anticipated groups are as follows:  Patients with colorectal cancer  Patients with prostate cancer  Patients with renal cancer  Patients undergoing surgery for gallbladder cholelithiasis. The Erector Spinal Block (ESP) is based on the deposition of the local anesthetic in the inter-fascial space between the dorsal extensor muscle and the intercostal muscles at the height of the transverse processes. The scope of the blockade covers the dorsal and ventral branches of the thoracic spinal nerves, but also in most cases the investigetors are able to obtain a wide distribution of the drug into the paravertebral space by ""permeating"" the local anesthetic through the fascial compartments. The clinical effect of the blockade is due to blocking the nerve structures of the paravertebral space (spinal nerve branches and the sympathetic trunk). The scope of the blockade, after its execution at the level of Th5, most often includes the segments from Th1 to L1.  Currently, the Quadratus Lumborum block (QL block) is performed as one of the perioperative pain management procedures for all generations (pediatrics, pregnant, and adult) undergoing abdominal surgery. The local anesthetic injected via the approach of the anterior QL block ( QL1 block ) can more easily extend beyond the TAP to the thoracic paravertebral space or the thoracolumbar plane, the posterior QL block entails a broader sensory-level analgesic and may generate analgesia from T7 to L1.",DRUG,1567,242,1,0,0.004132231404958678,0.0
NCT04023227,"The purpose of this study was to evaluate the effect of sacubitril/valsartan 200 mg BID compared with enalapril 10 mg BID, in addition to conventional heart failure (HF) treatment, in improving a hierarchical composite of cardiovascular (CV) events (i.e. CV death or the occurrence of first HF hospitalization) and causing a greater reduction in n terminal prohormone of brain natriuretic peptide (NT-proBNP, at Week 12 from Baseline) in participants with HF with reduced ejection fraction (HFrEF) caused by chronic Chagas' cardiomyopathy (CCC).",DRUG,545,82,1,1,0.012195121951219513,0.012195121951219513
NCT00855361,"The purpose of this study is to evaluate the pharmacokinetics, pharmacodynamics, and the safety of rabeprazole sodium for the treatment of gastroesophageal reflux disease (GERD) in newborns and pre-term infants.",DRUG,211,31,1,0,0.03225806451612903,0.0
NCT00978861,The purpose of this study is to determine the effect of REMEWHITE on tooth whitening.,DRUG,85,15,0,0,0.0,0.0
NCT03129061,This is a single-center cross-sectional imaging and correlative biomarker study in patients with Squamous Cell Carcinoma of the Head and Neck (SCCHN). Cohort 1 will be patients with unresectable or metastatic SCCHN cancer receiving standard of care (SOC) anti-PD-1 treatment and Cohort 2 will be neoadjuvant study participants who will receive one dose of anti-PD-1 treatment prior to tumor resection or radiation. Blood sampling and tissue biopsies will be collected from both cohorts and both cohorts will undergo two whole body PET(Positron Emission Tomography)/CT(Computed Tomography) imaging with \[18F\]F-AraG. First scan prior to initiating anti-PD-1 treatment and second scan post initiation of anti-PD-1 treatment in Cohort 1 and prior to tumor resection or radiation in Cohort 2,DRUG,788,123,0,0,0.0,0.0
NCT04100642,"This is a first-in-human study in health volunteers. The purpose is the local tolerability and systemic safety of Hemay808, which is an ointment made of a novel small molecule Hemay028. The safety and systemic pharmacokinetics (PK) of Hemay028 will be evaluated following topical application of Hemay808 to healthy volunteers.",DRUG,326,51,0,0,0.0,0.0
NCT00002842,RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug and giving drugs in different ways may kill more tumor cells.  PURPOSE: Phase II trial to study the effectiveness of surgery followed by floxuridine plus systemic fluorouracil and leucovorin in treating patients with liver metastases from colorectal cancer.,DRUG,406,63,1,0,0.015873015873015872,0.0
NCT03819127,"This study investigates the effect of vildagliptin, an inhibitor of the enzyme DPP-4, on the cognitive functioning of elderly diabetic patients with mild cognitive impairment (MCI) documented at mini mental state examination (MMSE).  In this prospective study, 60 diabetic elderly people were enrolled and divided according to their glycated hemoglobin (HbA1c) values in 2 groups: Group A, (HbA1c \<7.5%, n=30) treated with metformin, and Group B (HbA1c \>7.5%, n=30) treated with metformin plus vildagliptin. We evaluated MMSE, fasting plasma glucose (FPG) and HbA1c at baseline and after 24 weeks treatment.",DRUG,609,89,0,0,0.0,0.0
NCT00622427,"Primary: We hypothesize a clinically significant improvement in sleep latency, sleep-onset and total sleep time measures in adults with ADHD when given a trial of Ramelteon compared to placebo. Secondary:We expect that Ramelteon will show statistically significant improvements vs. placebo in measures of daytime sleepiness and with no decrement in daytime functioning, including such specific items as focus and social and occupational functioning.",DRUG,449,65,0,1,0.0,0.015384615384615385
NCT04449861,"This will be an open-label, single-arm, multicenter, Phase IIIb study to determine the safety of durvalumab + etoposide and cisplatin or carboplatin as first-line treatment in patients with extensive stage small-cell lung cancer.",DRUG,229,36,0,0,0.0,0.0
NCT00514761,The purpose of the study is to assess if there is benefit when using AZD6244 in the treatment if metastatic colorectal cancer in comparison with another treatment called capecitabine. This study will also assess how safe and well tolerated AZD6244 is.,DRUG,251,41,2,0,0.04878048780487805,0.0
NCT00664755,"This is a brief smoking cessation trial in women, comparing transdermal nicotine patch (TNP) versus varenicline.",DRUG,112,16,0,0,0.0,0.0
NCT05999955,"Rhinitis is a type of upper respiratory infection with a common nasal pathology especially in Southeast Asia, which is characterized by the presence of one or more of the following symptoms: itchy nose, sneezing, runny nose, and nasal congestion. Other symptoms occasionally experienced include headache, excessive pain reaction, cough, fever. Rhinitis can be idiopathic or due to a variety of causes, including allergens, medications, endocrine/metabolic, infectious, inflammatory, and abnormal nasal structures. The treatment of acute rhinosinusitis and allergic rhinitis in hospitals is currently carried out according to the general professional guidance of the Vietnam Ministry of Health. Most patients are prescribed corticosteroids, antihistamines, and antibiotics for immediate decongestion and anti-inflammatory effects. Current concerns about antimicrobial resistance (AMR) as well as side effects of corticosteroids and antihistamines have led to an urgent need for a naturebased next generation therapeutic approach that is safe, effective and helps in addressing the issues of AMR. The goal of this interventional study is to evaluate the safety and efficacy of postbiotic nasal spray using inert bioparticles of Bacillus subtilis DSM32444 in treatment of acute rhinosinusitis; and to compare the efficacy against Neomycin/Dexamethasone//Xylometazoline administered as a nasal spray as an adjunct to Amoxicillin/Clavulanate standard treatment in patients with acute rhinosinusitis.  Patients with acute rhinosinusitis who give consent to participate in the study will be randomly assigned in a 1:1 ratio to one of two groups using postbiotic of Bacillus subtilis DSM32444 nasal spray (""Sperovid"") or Neomycin/ Dexamethasone nasal spray for a period of 10 days. Investigators will compare whether the nasal spray using postbiotic Bacillus subtilis DSM32444 has similar efficacy as compared to Neomycin/Dexamethasone/Xylometazoline nasal spray as an adjuvant therapy along with the standard Amoxicillin/Clavulanate regimen in patients with acute rhinosinusitis based on time to improvement of rhinosinusitis symptoms.",DRUG,2128,299,2,0,0.006688963210702341,0.0
NCT03227926,"This is a hypothesis driven, open label, single-arm, multiple centers, Phase II trial. The trial has been designed to prove or disprove whether a rechallenge with panitumumab can achieve an objective response rate (ORR= CR+PR) of 30% or more in a population of RAS wild type mCRC patients selected on the basis of RAS extended clonal evolution in their plasma.",DRUG,360,61,1,0,0.01639344262295082,0.0
NCT05934526,The primary objective of the study is to determine the effect of seralutinib on improving exercise capacity in subjects with WHO Group 1 PAH who are FC II or III. The secondary objective for this trial is to determine time to clinical worsening.,DRUG,245,42,0,0,0.0,0.0
NCT00267826,"Protocol Title: Immunopharmacological effects of Rituximab in atopic dermatitis  Study Phase: Investigator driven study  Study Design: Open-label, single center.  Primary Study Objective: To determine the efficacy, safety and immunopharmacological effects of Rituximab (anti-CD20) administered as a 1000mg intravenous infusion on days 1 and 15 to patients with atopic dermatitis.  Secondary Study Objective: To investigate key immunological parameters involved in the pathology of this common skin disease to interpret the clinical findings.  Number of Patients: 6  Study Population: Male and female patients, at least 18 years of age with atopic dermatitis, active inflammation, a severity score of 6-9 according to Langeland and Rajika.  Treatment Group: Rituximab will be administered as 1000 mg infusion intravenously at day 1 and 15, followed by a 24-week follow-up period.  Visit Schedule: Screening Visit (within 28 days prior to Visit 1) Treatment visits (Visits days 1, 3, 8, 15, 17) Follow-up Visits (Visits weeks 4, 8, 12, 16, 20, 24)  Visit 11/Early Termination Visit (if applicable) Visit 11 will serve as the Early Termination Visit for any patient who withdraws from the study between Visit 1 and 10.  Efficacy Parameters:  Clinical parameters:  EASI Patient Assessment of Pruritus / Pruritus score Physician Global Assessment (PGA) Photography  Laboratory analysis:  Differential blood count Total IgE, specific IgE (aeroallergen panel) Immunophenotyping of PBMC Lymphocyte proliferation following pan-T stimulation with PHA Cytokine release from blood T cells following pan-T stimulation with PHA  Skin tests Histopathology of skin biopsies  Safety Parameters: Physical examinations; vital signs; selected blood chemistry, including liver function tests, creatinine; white blood cell count (WBC; including total lymphocyte count); platelets, lymphocyte subset analysis; complement, immunoglobulins (IgA, IgM, IgG, IgE), monitoring for infections; monitoring for concomitant therapies; monitoring for adverse events.",DRUG,2032,262,0,0,0.0,0.0
NCT04388878,"The purpose of the study is to evaluate the safety, tolerability, and PK of single escalating doses and multiple escalating doses of PF-07054894.",DRUG,145,23,1,0,0.043478260869565216,0.0
NCT04882878,The purpose of this study is to evaluate the efficacy of nipocalimab versus placebo in participants with active systemic lupus erythematosus (SLE).,DRUG,147,22,1,0,0.045454545454545456,0.0
NCT00059878,RATIONALE: Antifungals such as voriconazole may be effective in controlling fungal infections. Combining voriconazole with interferon gamma may be more effective than voriconazole alone in treating fungal infections.  PURPOSE: Randomized phase II trial to compare the effectiveness of voriconazole with or without interferon gamma in treating patients who have aspergillosis or other fungal infections.,DRUG,402,54,2,1,0.037037037037037035,0.018518518518518517
NCT00031278,The purpose of this study is to determine if the combination of CPG 7909 and Herceptin is safe and effective in the treatment of metastatic breast cancer.  RATIONALE: There is preclinical data that supports the hypothesis that CPG 7909 may potentiate the action of Herceptin. This Phase I/II study is designed to evaluate the safety and efficacy of the combination treatment of CPG 7909 and Herceptin in patients with metastatic breast cancer who have previously been treated with Herceptin and chemotherapy.  SCHEDULE: Patients will receive CPG 7909 weekly for up to six months.,DRUG,579,90,2,0,0.022222222222222223,0.0
NCT00478647,"Gaucher disease is a rare lysosomal storage disorder caused by the deficiency of the enzyme glucocerebrosidase (GCB). Due to the deficiency of functional GCB, glucocerebroside accumulates within macrophages leading to cellular engorgement, organomegaly, and organ system dysfunction. The purpose of this study is to evaluate the safety and efficacy of every other week dosing of GA-GCB (velaglucerase alfa) in participants with type 1 Gaucher disease who were previously treated with imiglucerase.",BIOLOGICAL,497,71,1,0,0.014084507042253521,0.0
NCT01284647,The purpose of this study is to evaluate the efficacy of teprenone on chronic non-atrophic erosive gastritis and its therapeutic mechanism,DRUG,138,22,1,0,0.045454545454545456,0.0
NCT02203149,"This is a two-part study of grazoprevir (MK-5172) + elbasvir (MK-8742) in Japanese participants with chronic hepatitis C virus (HCV) genotype 1 (GT1). Part I is a dose-finding study; in Part II, participants will be randomly assigned to receive grazoprevir at the dose determined in Part I in combination with elbasvir. The primary study hypothesis is that the percentage of treatment-naïve participants in the Immediate Treatment Arm of Part II who achieve sustained viral response at 12 weeks after the end of all treatment (SVR12) will be greater than the reference rate of 75%. A separate study arm for cirrhotic participants will also be included in Part II; these participants will receive grazoprevir at the determined dose in combination with elbasvir.",DRUG,760,121,0,0,0.0,0.0
NCT00618449,"Trachoma is a disease of poverty, which in the hyperendemic areas affects all individuals by the time they are two years old. Active disease is concentrated in children and occurs sporadically in adults. Infection is more widespread. It is anticipated that 25% of the children will be blinded by this disease if they live to be 60 years of age. The blindness rates are higher in women, presumably because of their closer contact with children who can infect them and add to damage from infections the women had while young.  This proposal is to better define how azithromycin in community-based treatment can be used to eliminate blinding trachoma. We will also take the opportunity to join these field studies with genetic epidemiologic studies to better understand the dynamic epidemiology of Chlamydia trachomatis infection in a trachoma endemic area. The empiric data generated from the treatment/follow-up studies, together with the information on sources and spread patterns from genetic epidemiology will be used to generate more robust models to guide future treatment/re-treatment protocols.  We propose to conduct a randomized, community based trial in the Maradi region of Niger to test the hypothesis that two community wide azithromycin treatments, spaced one month apart, are significantly more effective in reducing ocular C. trachomatis infection and trachoma at one year compared to a single mass azithromycin treatment.",DRUG,1437,225,0,0,0.0,0.0
NCT02373449,"Neuropathic or nerve injury related pain (NP), an extremely unpleasant condition that is difficult to treat, often has a severe, persistent, and unremitting course. Conventional treatments are often ineffective in relieving NP. Recently, the investigators have developed a cost-efficient regimen involving use of low dose infusions of ketamine for treating neuropathic pain in patients in whom oral medications have failed. We have observed excellent benefits in many of these patients. However, this treatment requires titration and monitoring during the infusion and currently it is not possible to predict which patients will benefit from this intervention. The investigators have shown that functional magnetic resonance imaging (fMRI) of the brain can be used as a tool to predict relief of pain and to assess the effect of treatment in some chronic pain conditions. This innovative project involves development of an fMRI-guided treatment with intravenous ketamine in patients with NP. This study aims to analyze patterns of changes in fMRI of the brain, before and after infusion of ketamine and to correlate the changes with pain intensity. The information from this study will help to deliver this therapy earlier to those patients who are most likely to benefit from ketamine.",DRUG,1286,199,3,2,0.01507537688442211,0.010050251256281407
